"","dispersal","sig_niche","alpha","n_sp","rep"
"2527",0.000215443469003188,0.1,"equal",7,6
"2528",0.000215443469003188,0.1,"patch_dynamics",2,6
"2529",0.000215443469003188,0.215443469003188,"0.5",30,6
"2530",0.000215443469003188,0.215443469003188,"1.5",23,6
"2531",0.000215443469003188,0.215443469003188,"equal",18,6
"2532",0.000215443469003188,0.215443469003188,"patch_dynamics",5,6
"2533",0.000215443469003188,0.464158883361278,"0.5",37,6
"2534",0.000215443469003188,0.464158883361278,"1.5",27,6
"2535",0.000215443469003188,0.464158883361278,"equal",33,6
"2536",0.000215443469003188,0.464158883361278,"patch_dynamics",8,6
"2537",0.000215443469003188,1,"0.5",41,6
"2538",0.000215443469003188,1,"1.5",35,6
"2539",0.000215443469003188,1,"equal",38,6
"2540",0.000215443469003188,1,"patch_dynamics",5,6
"2541",0.000215443469003188,2.15443469003188,"0.5",38,6
"2542",0.000215443469003188,2.15443469003188,"1.5",32,6
"2543",0.000215443469003188,2.15443469003188,"equal",40,6
"2544",0.000215443469003188,2.15443469003188,"patch_dynamics",6,6
"2545",0.000215443469003188,4.64158883361278,"0.5",34,6
"2546",0.000215443469003188,4.64158883361278,"1.5",34,6
"2547",0.000215443469003188,4.64158883361278,"equal",40,6
"2548",0.000215443469003188,4.64158883361278,"patch_dynamics",6,6
"2549",0.000215443469003188,10,"0.5",35,6
"2550",0.000215443469003188,10,"1.5",30,6
"2551",0.000215443469003188,10,"equal",43,6
"2552",0.000215443469003188,10,"patch_dynamics",6,6
"2553",0.000464158883361278,0.0464158883361278,"0.5",4,6
"2554",0.000464158883361278,0.0464158883361278,"1.5",1,6
"2555",0.000464158883361278,0.0464158883361278,"equal",2,6
"2556",0.000464158883361278,0.0464158883361278,"patch_dynamics",1,6
"2557",0.000464158883361278,0.1,"0.5",14,6
"2558",0.000464158883361278,0.1,"1.5",7,6
"2559",0.000464158883361278,0.1,"equal",7,6
"2560",0.000464158883361278,0.1,"patch_dynamics",4,6
"2561",0.000464158883361278,0.215443469003188,"0.5",25,6
"2562",0.000464158883361278,0.215443469003188,"1.5",12,6
"2563",0.000464158883361278,0.215443469003188,"equal",16,6
"2564",0.000464158883361278,0.215443469003188,"patch_dynamics",5,6
"2565",0.000464158883361278,0.464158883361278,"0.5",25,6
"2566",0.000464158883361278,0.464158883361278,"1.5",25,6
"2567",0.000464158883361278,0.464158883361278,"equal",29,6
"2568",0.000464158883361278,0.464158883361278,"patch_dynamics",7,6
"2569",0.000464158883361278,1,"0.5",35,6
"2570",0.000464158883361278,1,"1.5",22,6
"2571",0.000464158883361278,1,"equal",37,6
"2572",0.000464158883361278,1,"patch_dynamics",4,6
"2573",0.000464158883361278,2.15443469003188,"0.5",29,6
"2574",0.000464158883361278,2.15443469003188,"1.5",29,6
"2575",0.000464158883361278,2.15443469003188,"equal",43,6
"2576",0.000464158883361278,2.15443469003188,"patch_dynamics",5,6
"2577",0.000464158883361278,4.64158883361278,"0.5",27,6
"2578",0.000464158883361278,4.64158883361278,"1.5",33,6
"2579",0.000464158883361278,4.64158883361278,"equal",38,6
"2580",0.000464158883361278,4.64158883361278,"patch_dynamics",8,6
"2581",0.000464158883361278,10,"0.5",27,6
"2582",0.000464158883361278,10,"1.5",24,6
"2583",0.000464158883361278,10,"equal",39,6
"2584",0.000464158883361278,10,"patch_dynamics",2,6
"2585",0.001,0.0464158883361278,"0.5",4,6
"2586",0.001,0.0464158883361278,"1.5",2,6
"2587",0.001,0.0464158883361278,"equal",2,6
"2588",0.001,0.0464158883361278,"patch_dynamics",1,6
"2589",0.001,0.1,"0.5",19,6
"2590",0.001,0.1,"1.5",8,6
"2591",0.001,0.1,"equal",9,6
"2592",0.001,0.1,"patch_dynamics",6,6
"2593",0.001,0.215443469003188,"0.5",24,6
"2594",0.001,0.215443469003188,"1.5",9,6
"2595",0.001,0.215443469003188,"equal",13,6
"2596",0.001,0.215443469003188,"patch_dynamics",9,6
"2597",0.001,0.464158883361278,"0.5",26,6
"2598",0.001,0.464158883361278,"1.5",15,6
"2599",0.001,0.464158883361278,"equal",22,6
"2600",0.001,0.464158883361278,"patch_dynamics",9,6
"2601",0.001,1,"0.5",30,6
"2602",0.001,1,"1.5",23,6
"2603",0.001,1,"equal",28,6
"2604",0.001,1,"patch_dynamics",5,6
"2605",0.001,2.15443469003188,"0.5",20,6
"2606",0.001,2.15443469003188,"1.5",15,6
"2607",0.001,2.15443469003188,"equal",32,6
"2608",0.001,2.15443469003188,"patch_dynamics",2,6
"2609",0.001,4.64158883361278,"0.5",22,6
"2610",0.001,4.64158883361278,"1.5",21,6
"2611",0.001,4.64158883361278,"equal",36,6
"2612",0.001,4.64158883361278,"patch_dynamics",3,6
"2613",0.001,10,"0.5",17,6
"2614",0.001,10,"1.5",16,6
"2615",0.001,10,"equal",36,6
"2616",0.001,10,"patch_dynamics",8,6
"2617",0.00215443469003188,0.0215443469003188,"0.5",1,6
"2618",0.00215443469003188,0.0215443469003188,"1.5",1,6
"2619",0.00215443469003188,0.0215443469003188,"equal",1,6
"2620",0.00215443469003188,0.0215443469003188,"patch_dynamics",1,6
"2621",0.00215443469003188,0.0464158883361278,"0.5",7,6
"2622",0.00215443469003188,0.0464158883361278,"1.5",3,6
"2623",0.00215443469003188,0.0464158883361278,"equal",4,6
"2624",0.00215443469003188,0.0464158883361278,"patch_dynamics",3,6
"2625",0.00215443469003188,0.1,"0.5",21,6
"2626",0.00215443469003188,0.1,"1.5",8,6
"2627",0.00215443469003188,0.1,"equal",10,6
"2628",0.00215443469003188,0.1,"patch_dynamics",6,6
"2629",0.00215443469003188,0.215443469003188,"0.5",21,6
"2630",0.00215443469003188,0.215443469003188,"1.5",14,6
"2631",0.00215443469003188,0.215443469003188,"equal",13,6
"2632",0.00215443469003188,0.215443469003188,"patch_dynamics",10,6
"2633",0.00215443469003188,0.464158883361278,"0.5",26,6
"2634",0.00215443469003188,0.464158883361278,"1.5",14,6
"2635",0.00215443469003188,0.464158883361278,"equal",21,6
"2636",0.00215443469003188,0.464158883361278,"patch_dynamics",8,6
"2637",0.00215443469003188,1,"0.5",22,6
"2638",0.00215443469003188,1,"1.5",15,6
"2639",0.00215443469003188,1,"equal",21,6
"2640",0.00215443469003188,1,"patch_dynamics",4,6
"2641",0.00215443469003188,2.15443469003188,"0.5",19,6
"2642",0.00215443469003188,2.15443469003188,"1.5",14,6
"2643",0.00215443469003188,2.15443469003188,"equal",29,6
"2644",0.00215443469003188,2.15443469003188,"patch_dynamics",3,6
"2645",0.00215443469003188,4.64158883361278,"0.5",16,6
"2646",0.00215443469003188,4.64158883361278,"1.5",14,6
"2647",0.00215443469003188,4.64158883361278,"equal",30,6
"2648",0.00215443469003188,4.64158883361278,"patch_dynamics",1,6
"2649",0.00215443469003188,10,"0.5",20,6
"2650",0.00215443469003188,10,"1.5",10,6
"2651",0.00215443469003188,10,"equal",29,6
"2652",0.00215443469003188,10,"patch_dynamics",1,6
"2653",0.00464158883361278,0.0215443469003188,"0.5",2,6
"2654",0.00464158883361278,0.0215443469003188,"1.5",1,6
"2655",0.00464158883361278,0.0215443469003188,"equal",1,6
"2656",0.00464158883361278,0.0464158883361278,"0.5",10,6
"2657",0.00464158883361278,0.0464158883361278,"1.5",4,6
"2658",0.00464158883361278,0.0464158883361278,"equal",5,6
"2659",0.00464158883361278,0.0464158883361278,"patch_dynamics",4,6
"2660",0.00464158883361278,0.1,"0.5",25,6
"2661",0.00464158883361278,0.1,"1.5",10,6
"2662",0.00464158883361278,0.1,"equal",10,6
"2663",0.00464158883361278,0.1,"patch_dynamics",11,6
"2664",0.00464158883361278,0.215443469003188,"0.5",21,6
"2665",0.00464158883361278,0.215443469003188,"1.5",12,6
"2666",0.00464158883361278,0.215443469003188,"equal",11,6
"2667",0.00464158883361278,0.215443469003188,"patch_dynamics",6,6
"2668",0.00464158883361278,0.464158883361278,"0.5",26,6
"2669",0.00464158883361278,0.464158883361278,"1.5",15,6
"2670",0.00464158883361278,0.464158883361278,"equal",18,6
"2671",0.00464158883361278,0.464158883361278,"patch_dynamics",5,6
"2672",0.00464158883361278,1,"0.5",20,6
"2673",0.00464158883361278,1,"1.5",12,6
"2674",0.00464158883361278,1,"equal",20,6
"2675",0.00464158883361278,1,"patch_dynamics",3,6
"2676",0.00464158883361278,2.15443469003188,"0.5",17,6
"2677",0.00464158883361278,2.15443469003188,"1.5",12,6
"2678",0.00464158883361278,2.15443469003188,"equal",21,6
"2679",0.00464158883361278,2.15443469003188,"patch_dynamics",2,6
"2680",0.00464158883361278,4.64158883361278,"0.5",18,6
"2681",0.00464158883361278,4.64158883361278,"1.5",12,6
"2682",0.00464158883361278,4.64158883361278,"equal",24,6
"2683",0.00464158883361278,4.64158883361278,"patch_dynamics",1,6
"2684",0.00464158883361278,10,"0.5",16,6
"2685",0.00464158883361278,10,"1.5",13,6
"2686",0.00464158883361278,10,"equal",23,6
"2687",0.00464158883361278,10,"patch_dynamics",1,6
"2688",0.01,0.0215443469003188,"0.5",4,6
"2689",0.01,0.0215443469003188,"1.5",1,6
"2690",0.01,0.0215443469003188,"equal",1,6
"2691",0.01,0.0215443469003188,"patch_dynamics",2,6
"2692",0.01,0.0464158883361278,"0.5",14,6
"2693",0.01,0.0464158883361278,"1.5",6,6
"2694",0.01,0.0464158883361278,"equal",6,6
"2695",0.01,0.0464158883361278,"patch_dynamics",7,6
"2696",0.01,0.1,"0.5",26,6
"2697",0.01,0.1,"1.5",11,6
"2698",0.01,0.1,"equal",9,6
"2699",0.01,0.1,"patch_dynamics",11,6
"2700",0.01,0.215443469003188,"0.5",25,6
"2701",0.01,0.215443469003188,"1.5",10,6
"2702",0.01,0.215443469003188,"equal",15,6
"2703",0.01,0.215443469003188,"patch_dynamics",12,6
"2704",0.01,0.464158883361278,"0.5",28,6
"2705",0.01,0.464158883361278,"1.5",11,6
"2706",0.01,0.464158883361278,"equal",17,6
"2707",0.01,0.464158883361278,"patch_dynamics",8,6
"2708",0.01,1,"0.5",24,6
"2709",0.01,1,"1.5",6,6
"2710",0.01,1,"equal",16,6
"2711",0.01,1,"patch_dynamics",2,6
"2712",0.01,2.15443469003188,"0.5",17,6
"2713",0.01,2.15443469003188,"1.5",6,6
"2714",0.01,2.15443469003188,"equal",19,6
"2715",0.01,2.15443469003188,"patch_dynamics",3,6
"2716",0.01,4.64158883361278,"0.5",19,6
"2717",0.01,4.64158883361278,"1.5",5,6
"2718",0.01,4.64158883361278,"equal",16,6
"2719",0.01,4.64158883361278,"patch_dynamics",1,6
"2720",0.01,10,"0.5",20,6
"2721",0.01,10,"1.5",12,6
"2722",0.01,10,"equal",18,6
"2723",0.01,10,"patch_dynamics",1,6
"2724",0.0215443469003188,0.0215443469003188,"0.5",6,6
"2725",0.0215443469003188,0.0215443469003188,"1.5",3,6
"2726",0.0215443469003188,0.0215443469003188,"equal",3,6
"2727",0.0215443469003188,0.0215443469003188,"patch_dynamics",2,6
"2728",0.0215443469003188,0.0464158883361278,"0.5",25,6
"2729",0.0215443469003188,0.0464158883361278,"1.5",9,6
"2730",0.0215443469003188,0.0464158883361278,"equal",7,6
"2731",0.0215443469003188,0.0464158883361278,"patch_dynamics",7,6
"2732",0.0215443469003188,0.1,"0.5",29,6
"2733",0.0215443469003188,0.1,"1.5",11,6
"2734",0.0215443469003188,0.1,"equal",9,6
"2735",0.0215443469003188,0.1,"patch_dynamics",9,6
"2736",0.0215443469003188,0.215443469003188,"0.5",26,6
"2737",0.0215443469003188,0.215443469003188,"1.5",12,6
"2738",0.0215443469003188,0.215443469003188,"equal",14,6
"2739",0.0215443469003188,0.215443469003188,"patch_dynamics",7,6
"2740",0.0215443469003188,0.464158883361278,"0.5",30,6
"2741",0.0215443469003188,0.464158883361278,"1.5",10,6
"2742",0.0215443469003188,0.464158883361278,"equal",13,6
"2743",0.0215443469003188,0.464158883361278,"patch_dynamics",9,6
"2744",0.0215443469003188,1,"0.5",24,6
"2745",0.0215443469003188,1,"1.5",7,6
"2746",0.0215443469003188,1,"equal",17,6
"2747",0.0215443469003188,1,"patch_dynamics",3,6
"2748",0.0215443469003188,2.15443469003188,"0.5",18,6
"2749",0.0215443469003188,2.15443469003188,"1.5",5,6
"2750",0.0215443469003188,2.15443469003188,"equal",21,6
"2751",0.0215443469003188,2.15443469003188,"patch_dynamics",1,6
"2752",0.0215443469003188,4.64158883361278,"0.5",20,6
"2753",0.0215443469003188,4.64158883361278,"1.5",6,6
"2754",0.0215443469003188,4.64158883361278,"equal",16,6
"2755",0.0215443469003188,4.64158883361278,"patch_dynamics",1,6
"2756",0.0215443469003188,10,"0.5",19,6
"2757",0.0215443469003188,10,"1.5",8,6
"2758",0.0215443469003188,10,"equal",14,6
"2759",0.0215443469003188,10,"patch_dynamics",1,6
"2760",0.0464158883361278,0.01,"0.5",1,6
"2761",0.0464158883361278,0.0215443469003188,"0.5",8,6
"2762",0.0464158883361278,0.0215443469003188,"1.5",5,6
"2763",0.0464158883361278,0.0215443469003188,"equal",4,6
"2764",0.0464158883361278,0.0215443469003188,"patch_dynamics",4,6
"2765",0.0464158883361278,0.0464158883361278,"0.5",27,6
"2766",0.0464158883361278,0.0464158883361278,"1.5",11,6
"2767",0.0464158883361278,0.0464158883361278,"equal",8,6
"2768",0.0464158883361278,0.0464158883361278,"patch_dynamics",9,6
"2769",0.0464158883361278,0.1,"0.5",30,6
"2770",0.0464158883361278,0.1,"1.5",13,6
"2771",0.0464158883361278,0.1,"equal",12,6
"2772",0.0464158883361278,0.1,"patch_dynamics",10,6
"2773",0.0464158883361278,0.215443469003188,"0.5",28,6
"2774",0.0464158883361278,0.215443469003188,"1.5",14,6
"2775",0.0464158883361278,0.215443469003188,"equal",14,6
"2776",0.0464158883361278,0.215443469003188,"patch_dynamics",6,6
"2777",0.0464158883361278,0.464158883361278,"0.5",30,6
"2778",0.0464158883361278,0.464158883361278,"1.5",7,6
"2779",0.0464158883361278,0.464158883361278,"equal",12,6
"2780",0.0464158883361278,0.464158883361278,"patch_dynamics",9,6
"2781",0.0464158883361278,1,"0.5",26,6
"2782",0.0464158883361278,1,"1.5",9,6
"2783",0.0464158883361278,1,"equal",11,6
"2784",0.0464158883361278,1,"patch_dynamics",4,6
"2785",0.0464158883361278,2.15443469003188,"0.5",21,6
"2786",0.0464158883361278,2.15443469003188,"1.5",4,6
"2787",0.0464158883361278,2.15443469003188,"equal",14,6
"2788",0.0464158883361278,2.15443469003188,"patch_dynamics",2,6
"2789",0.0464158883361278,4.64158883361278,"0.5",20,6
"2790",0.0464158883361278,4.64158883361278,"1.5",5,6
"2791",0.0464158883361278,4.64158883361278,"equal",16,6
"2792",0.0464158883361278,4.64158883361278,"patch_dynamics",4,6
"2793",0.0464158883361278,10,"0.5",20,6
"2794",0.0464158883361278,10,"1.5",5,6
"2795",0.0464158883361278,10,"equal",14,6
"2796",0.0464158883361278,10,"patch_dynamics",2,6
"2797",0.1,0.01,"0.5",2,6
"2798",0.1,0.0215443469003188,"0.5",13,6
"2799",0.1,0.0215443469003188,"1.5",6,6
"2800",0.1,0.0215443469003188,"equal",4,6
"2801",0.1,0.0215443469003188,"patch_dynamics",4,6
"2802",0.1,0.0464158883361278,"0.5",32,6
"2803",0.1,0.0464158883361278,"1.5",13,6
"2804",0.1,0.0464158883361278,"equal",9,6
"2805",0.1,0.0464158883361278,"patch_dynamics",11,6
"2806",0.1,0.1,"0.5",32,6
"2807",0.1,0.1,"1.5",12,6
"2808",0.1,0.1,"equal",10,6
"2809",0.1,0.1,"patch_dynamics",9,6
"2810",0.1,0.215443469003188,"0.5",29,6
"2811",0.1,0.215443469003188,"1.5",14,6
"2812",0.1,0.215443469003188,"equal",13,6
"2813",0.1,0.215443469003188,"patch_dynamics",3,6
"2814",0.1,0.464158883361278,"0.5",30,6
"2815",0.1,0.464158883361278,"1.5",10,6
"2816",0.1,0.464158883361278,"equal",10,6
"2817",0.1,0.464158883361278,"patch_dynamics",5,6
"2818",0.1,1,"0.5",24,6
"2819",0.1,1,"1.5",4,6
"2820",0.1,1,"equal",12,6
"2821",0.1,1,"patch_dynamics",2,6
"2822",0.1,2.15443469003188,"0.5",21,6
"2823",0.1,2.15443469003188,"1.5",3,6
"2824",0.1,2.15443469003188,"equal",11,6
"2825",0.1,2.15443469003188,"patch_dynamics",3,6
"2826",0.1,4.64158883361278,"0.5",22,6
"2827",0.1,4.64158883361278,"1.5",4,6
"2828",0.1,4.64158883361278,"equal",15,6
"2829",0.1,4.64158883361278,"patch_dynamics",1,6
"2830",0.1,10,"0.5",22,6
"2831",0.1,10,"1.5",5,6
"2832",0.1,10,"equal",14,6
"2833",0.1,10,"patch_dynamics",3,6
"2834",0.215443469003188,0.01,"0.5",2,6
"2835",0.215443469003188,0.0215443469003188,"0.5",14,6
"2836",0.215443469003188,0.0215443469003188,"1.5",6,6
"2837",0.215443469003188,0.0215443469003188,"equal",4,6
"2838",0.215443469003188,0.0215443469003188,"patch_dynamics",6,6
"2839",0.215443469003188,0.0464158883361278,"0.5",32,6
"2840",0.215443469003188,0.0464158883361278,"1.5",10,6
"2841",0.215443469003188,0.0464158883361278,"equal",10,6
"2842",0.215443469003188,0.0464158883361278,"patch_dynamics",10,6
"2843",0.215443469003188,0.1,"0.5",32,6
"2844",0.215443469003188,0.1,"1.5",12,6
"2845",0.215443469003188,0.1,"equal",10,6
"2846",0.215443469003188,0.1,"patch_dynamics",5,6
"2847",0.215443469003188,0.215443469003188,"0.5",26,6
"2848",0.215443469003188,0.215443469003188,"1.5",11,6
"2849",0.215443469003188,0.215443469003188,"equal",13,6
"2850",0.215443469003188,0.215443469003188,"patch_dynamics",3,6
"2851",0.215443469003188,0.464158883361278,"0.5",28,6
"2852",0.215443469003188,0.464158883361278,"1.5",7,6
"2853",0.215443469003188,0.464158883361278,"equal",10,6
"2854",0.215443469003188,0.464158883361278,"patch_dynamics",2,6
"2855",0.215443469003188,1,"0.5",27,6
"2856",0.215443469003188,1,"1.5",4,6
"2857",0.215443469003188,1,"equal",9,6
"2858",0.215443469003188,1,"patch_dynamics",2,6
"2859",0.215443469003188,2.15443469003188,"0.5",22,6
"2860",0.215443469003188,2.15443469003188,"1.5",3,6
"2861",0.215443469003188,2.15443469003188,"equal",8,6
"2862",0.215443469003188,2.15443469003188,"patch_dynamics",2,6
"2863",0.215443469003188,4.64158883361278,"0.5",23,6
"2864",0.215443469003188,4.64158883361278,"1.5",3,6
"2865",0.215443469003188,4.64158883361278,"equal",18,6
"2866",0.215443469003188,4.64158883361278,"patch_dynamics",2,6
"2867",0.215443469003188,10,"0.5",24,6
"2868",0.215443469003188,10,"1.5",4,6
"2869",0.215443469003188,10,"equal",14,6
"2870",0.215443469003188,10,"patch_dynamics",2,6
"2871",0.464158883361278,0.01,"1.5",1,6
"2872",0.464158883361278,0.01,"equal",1,6
"2873",0.464158883361278,0.01,"patch_dynamics",1,6
"2874",0.464158883361278,0.0215443469003188,"0.5",7,6
"2875",0.464158883361278,0.0215443469003188,"1.5",3,6
"2876",0.464158883361278,0.0215443469003188,"equal",2,6
"2877",0.464158883361278,0.0215443469003188,"patch_dynamics",4,6
"2878",0.464158883361278,0.0464158883361278,"0.5",24,6
"2879",0.464158883361278,0.0464158883361278,"1.5",6,6
"2880",0.464158883361278,0.0464158883361278,"equal",5,6
"2881",0.464158883361278,0.0464158883361278,"patch_dynamics",6,6
"2882",0.464158883361278,0.1,"0.5",23,6
"2883",0.464158883361278,0.1,"1.5",9,6
"2884",0.464158883361278,0.1,"equal",7,6
"2885",0.464158883361278,0.1,"patch_dynamics",4,6
"2886",0.464158883361278,0.215443469003188,"0.5",24,6
"2887",0.464158883361278,0.215443469003188,"1.5",8,6
"2888",0.464158883361278,0.215443469003188,"equal",3,6
"2889",0.464158883361278,0.215443469003188,"patch_dynamics",3,6
"2890",0.464158883361278,0.464158883361278,"0.5",22,6
"2891",0.464158883361278,0.464158883361278,"1.5",5,6
"2892",0.464158883361278,0.464158883361278,"equal",5,6
"2893",0.464158883361278,0.464158883361278,"patch_dynamics",2,6
"2894",0.464158883361278,1,"0.5",25,6
"2895",0.464158883361278,1,"1.5",2,6
"2896",0.464158883361278,1,"equal",9,6
"2897",0.464158883361278,1,"patch_dynamics",1,6
"2898",0.464158883361278,2.15443469003188,"0.5",22,6
"2899",0.464158883361278,2.15443469003188,"1.5",3,6
"2900",0.464158883361278,2.15443469003188,"equal",11,6
"2901",0.464158883361278,2.15443469003188,"patch_dynamics",2,6
"2902",0.464158883361278,4.64158883361278,"0.5",23,6
"2903",0.464158883361278,4.64158883361278,"1.5",5,6
"2904",0.464158883361278,4.64158883361278,"equal",13,6
"2905",0.464158883361278,4.64158883361278,"patch_dynamics",2,6
"2906",0.464158883361278,10,"0.5",24,6
"2907",0.464158883361278,10,"1.5",5,6
"2908",0.464158883361278,10,"equal",11,6
"2909",0.464158883361278,10,"patch_dynamics",1,6
"2910",1e-05,0.1,"0.5",4,7
"2911",1e-05,0.1,"1.5",2,7
"2912",1e-05,0.1,"equal",3,7
"2913",1e-05,0.1,"patch_dynamics",1,7
"2914",1e-05,0.215443469003188,"0.5",36,7
"2915",1e-05,0.215443469003188,"1.5",28,7
"2916",1e-05,0.215443469003188,"equal",20,7
"2917",1e-05,0.215443469003188,"patch_dynamics",5,7
"2918",1e-05,0.464158883361278,"0.5",43,7
"2919",1e-05,0.464158883361278,"1.5",38,7
"2920",1e-05,0.464158883361278,"equal",35,7
"2921",1e-05,0.464158883361278,"patch_dynamics",3,7
"2922",1e-05,1,"0.5",49,7
"2923",1e-05,1,"1.5",41,7
"2924",1e-05,1,"equal",34,7
"2925",1e-05,1,"patch_dynamics",3,7
"2926",1e-05,2.15443469003188,"0.5",47,7
"2927",1e-05,2.15443469003188,"1.5",41,7
"2928",1e-05,2.15443469003188,"equal",42,7
"2929",1e-05,2.15443469003188,"patch_dynamics",2,7
"2930",1e-05,4.64158883361278,"0.5",50,7
"2931",1e-05,4.64158883361278,"1.5",44,7
"2932",1e-05,4.64158883361278,"equal",48,7
"2933",1e-05,4.64158883361278,"patch_dynamics",4,7
"2934",1e-05,10,"0.5",50,7
"2935",1e-05,10,"1.5",43,7
"2936",1e-05,10,"equal",43,7
"2937",1e-05,10,"patch_dynamics",3,7
"2938",2.15443469003188e-05,0.1,"0.5",4,7
"2939",2.15443469003188e-05,0.1,"1.5",4,7
"2940",2.15443469003188e-05,0.1,"equal",2,7
"2941",2.15443469003188e-05,0.1,"patch_dynamics",2,7
"2942",2.15443469003188e-05,0.215443469003188,"0.5",32,7
"2943",2.15443469003188e-05,0.215443469003188,"1.5",28,7
"2944",2.15443469003188e-05,0.215443469003188,"equal",21,7
"2945",2.15443469003188e-05,0.215443469003188,"patch_dynamics",5,7
"2946",2.15443469003188e-05,0.464158883361278,"0.5",45,7
"2947",2.15443469003188e-05,0.464158883361278,"1.5",34,7
"2948",2.15443469003188e-05,0.464158883361278,"equal",32,7
"2949",2.15443469003188e-05,0.464158883361278,"patch_dynamics",6,7
"2950",2.15443469003188e-05,1,"0.5",50,7
