"","dispersal","sig_niche","alpha","n_sp","rep"
"4158",0.01,0.0464158883361278,"patch_dynamics",5,9
"4159",0.01,0.1,"0.5",29,9
"4160",0.01,0.1,"1.5",12,9
"4161",0.01,0.1,"equal",10,9
"4162",0.01,0.1,"patch_dynamics",10,9
"4163",0.01,0.215443469003188,"0.5",27,9
"4164",0.01,0.215443469003188,"1.5",14,9
"4165",0.01,0.215443469003188,"equal",14,9
"4166",0.01,0.215443469003188,"patch_dynamics",9,9
"4167",0.01,0.464158883361278,"0.5",24,9
"4168",0.01,0.464158883361278,"1.5",18,9
"4169",0.01,0.464158883361278,"equal",17,9
"4170",0.01,0.464158883361278,"patch_dynamics",7,9
"4171",0.01,1,"0.5",26,9
"4172",0.01,1,"1.5",11,9
"4173",0.01,1,"equal",19,9
"4174",0.01,1,"patch_dynamics",5,9
"4175",0.01,2.15443469003188,"0.5",20,9
"4176",0.01,2.15443469003188,"1.5",9,9
"4177",0.01,2.15443469003188,"equal",20,9
"4178",0.01,2.15443469003188,"patch_dynamics",1,9
"4179",0.01,4.64158883361278,"0.5",15,9
"4180",0.01,4.64158883361278,"1.5",14,9
"4181",0.01,4.64158883361278,"equal",17,9
"4182",0.01,4.64158883361278,"patch_dynamics",2,9
"4183",0.01,10,"0.5",19,9
"4184",0.01,10,"1.5",13,9
"4185",0.01,10,"equal",21,9
"4186",0.01,10,"patch_dynamics",1,9
"4187",0.0215443469003188,0.01,"equal",1,9
"4188",0.0215443469003188,0.0215443469003188,"0.5",5,9
"4189",0.0215443469003188,0.0215443469003188,"1.5",2,9
"4190",0.0215443469003188,0.0215443469003188,"equal",2,9
"4191",0.0215443469003188,0.0215443469003188,"patch_dynamics",2,9
"4192",0.0215443469003188,0.0464158883361278,"0.5",26,9
"4193",0.0215443469003188,0.0464158883361278,"1.5",12,9
"4194",0.0215443469003188,0.0464158883361278,"equal",7,9
"4195",0.0215443469003188,0.0464158883361278,"patch_dynamics",7,9
"4196",0.0215443469003188,0.1,"0.5",29,9
"4197",0.0215443469003188,0.1,"1.5",14,9
"4198",0.0215443469003188,0.1,"equal",8,9
"4199",0.0215443469003188,0.1,"patch_dynamics",10,9
"4200",0.0215443469003188,0.215443469003188,"0.5",27,9
"4201",0.0215443469003188,0.215443469003188,"1.5",15,9
"4202",0.0215443469003188,0.215443469003188,"equal",13,9
"4203",0.0215443469003188,0.215443469003188,"patch_dynamics",13,9
"4204",0.0215443469003188,0.464158883361278,"0.5",26,9
"4205",0.0215443469003188,0.464158883361278,"1.5",12,9
"4206",0.0215443469003188,0.464158883361278,"equal",15,9
"4207",0.0215443469003188,0.464158883361278,"patch_dynamics",4,9
"4208",0.0215443469003188,1,"0.5",26,9
"4209",0.0215443469003188,1,"1.5",5,9
"4210",0.0215443469003188,1,"equal",11,9
"4211",0.0215443469003188,1,"patch_dynamics",8,9
"4212",0.0215443469003188,2.15443469003188,"0.5",17,9
"4213",0.0215443469003188,2.15443469003188,"1.5",7,9
"4214",0.0215443469003188,2.15443469003188,"equal",14,9
"4215",0.0215443469003188,2.15443469003188,"patch_dynamics",1,9
"4216",0.0215443469003188,4.64158883361278,"0.5",18,9
"4217",0.0215443469003188,4.64158883361278,"1.5",5,9
"4218",0.0215443469003188,4.64158883361278,"equal",14,9
"4219",0.0215443469003188,4.64158883361278,"patch_dynamics",1,9
"4220",0.0215443469003188,10,"0.5",18,9
"4221",0.0215443469003188,10,"1.5",6,9
"4222",0.0215443469003188,10,"equal",21,9
"4223",0.0215443469003188,10,"patch_dynamics",2,9
"4224",0.0464158883361278,0.01,"0.5",1,9
"4225",0.0464158883361278,0.01,"1.5",1,9
"4226",0.0464158883361278,0.0215443469003188,"0.5",7,9
"4227",0.0464158883361278,0.0215443469003188,"1.5",4,9
"4228",0.0464158883361278,0.0215443469003188,"equal",3,9
"4229",0.0464158883361278,0.0215443469003188,"patch_dynamics",3,9
"4230",0.0464158883361278,0.0464158883361278,"0.5",30,9
"4231",0.0464158883361278,0.0464158883361278,"1.5",9,9
"4232",0.0464158883361278,0.0464158883361278,"equal",7,9
"4233",0.0464158883361278,0.0464158883361278,"patch_dynamics",11,9
"4234",0.0464158883361278,0.1,"0.5",33,9
"4235",0.0464158883361278,0.1,"1.5",13,9
"4236",0.0464158883361278,0.1,"equal",9,9
"4237",0.0464158883361278,0.1,"patch_dynamics",11,9
"4238",0.0464158883361278,0.215443469003188,"0.5",27,9
"4239",0.0464158883361278,0.215443469003188,"1.5",15,9
"4240",0.0464158883361278,0.215443469003188,"equal",13,9
"4241",0.0464158883361278,0.215443469003188,"patch_dynamics",9,9
"4242",0.0464158883361278,0.464158883361278,"0.5",28,9
"4243",0.0464158883361278,0.464158883361278,"1.5",13,9
"4244",0.0464158883361278,0.464158883361278,"equal",10,9
"4245",0.0464158883361278,0.464158883361278,"patch_dynamics",6,9
"4246",0.0464158883361278,1,"0.5",30,9
"4247",0.0464158883361278,1,"1.5",2,9
"4248",0.0464158883361278,1,"equal",15,9
"4249",0.0464158883361278,1,"patch_dynamics",7,9
"4250",0.0464158883361278,2.15443469003188,"0.5",20,9
"4251",0.0464158883361278,2.15443469003188,"1.5",2,9
"4252",0.0464158883361278,2.15443469003188,"equal",10,9
"4253",0.0464158883361278,2.15443469003188,"patch_dynamics",5,9
"4254",0.0464158883361278,4.64158883361278,"0.5",18,9
"4255",0.0464158883361278,4.64158883361278,"1.5",5,9
"4256",0.0464158883361278,4.64158883361278,"equal",17,9
"4257",0.0464158883361278,4.64158883361278,"patch_dynamics",3,9
"4258",0.0464158883361278,10,"0.5",18,9
"4259",0.0464158883361278,10,"1.5",7,9
"4260",0.0464158883361278,10,"equal",17,9
"4261",0.0464158883361278,10,"patch_dynamics",3,9
"4262",0.1,0.01,"patch_dynamics",1,9
"4263",0.1,0.0215443469003188,"0.5",11,9
"4264",0.1,0.0215443469003188,"1.5",6,9
"4265",0.1,0.0215443469003188,"equal",6,9
"4266",0.1,0.0215443469003188,"patch_dynamics",5,9
"4267",0.1,0.0464158883361278,"0.5",33,9
"4268",0.1,0.0464158883361278,"1.5",16,9
"4269",0.1,0.0464158883361278,"equal",8,9
"4270",0.1,0.0464158883361278,"patch_dynamics",9,9
"4271",0.1,0.1,"0.5",34,9
"4272",0.1,0.1,"1.5",12,9
"4273",0.1,0.1,"equal",10,9
"4274",0.1,0.1,"patch_dynamics",10,9
"4275",0.1,0.215443469003188,"0.5",28,9
"4276",0.1,0.215443469003188,"1.5",14,9
"4277",0.1,0.215443469003188,"equal",9,9
"4278",0.1,0.215443469003188,"patch_dynamics",6,9
"4279",0.1,0.464158883361278,"0.5",28,9
"4280",0.1,0.464158883361278,"1.5",5,9
"4281",0.1,0.464158883361278,"equal",14,9
"4282",0.1,0.464158883361278,"patch_dynamics",8,9
"4283",0.1,1,"0.5",23,9
"4284",0.1,1,"1.5",4,9
"4285",0.1,1,"equal",13,9
"4286",0.1,1,"patch_dynamics",7,9
"4287",0.1,2.15443469003188,"0.5",20,9
"4288",0.1,2.15443469003188,"1.5",8,9
"4289",0.1,2.15443469003188,"equal",13,9
"4290",0.1,2.15443469003188,"patch_dynamics",2,9
"4291",0.1,4.64158883361278,"0.5",20,9
"4292",0.1,4.64158883361278,"1.5",4,9
"4293",0.1,4.64158883361278,"equal",15,9
"4294",0.1,4.64158883361278,"patch_dynamics",5,9
"4295",0.1,10,"0.5",19,9
"4296",0.1,10,"1.5",8,9
"4297",0.1,10,"equal",14,9
"4298",0.1,10,"patch_dynamics",2,9
"4299",0.215443469003188,0.0215443469003188,"0.5",13,9
"4300",0.215443469003188,0.0215443469003188,"1.5",9,9
"4301",0.215443469003188,0.0215443469003188,"equal",5,9
"4302",0.215443469003188,0.0215443469003188,"patch_dynamics",6,9
"4303",0.215443469003188,0.0464158883361278,"0.5",34,9
"4304",0.215443469003188,0.0464158883361278,"1.5",12,9
"4305",0.215443469003188,0.0464158883361278,"equal",10,9
"4306",0.215443469003188,0.0464158883361278,"patch_dynamics",9,9
"4307",0.215443469003188,0.1,"0.5",31,9
"4308",0.215443469003188,0.1,"1.5",13,9
"4309",0.215443469003188,0.1,"equal",8,9
"4310",0.215443469003188,0.1,"patch_dynamics",6,9
"4311",0.215443469003188,0.215443469003188,"0.5",25,9
"4312",0.215443469003188,0.215443469003188,"1.5",12,9
"4313",0.215443469003188,0.215443469003188,"equal",8,9
"4314",0.215443469003188,0.215443469003188,"patch_dynamics",3,9
"4315",0.215443469003188,0.464158883361278,"0.5",24,9
"4316",0.215443469003188,0.464158883361278,"1.5",5,9
"4317",0.215443469003188,0.464158883361278,"equal",4,9
"4318",0.215443469003188,0.464158883361278,"patch_dynamics",2,9
"4319",0.215443469003188,1,"0.5",22,9
"4320",0.215443469003188,1,"1.5",5,9
"4321",0.215443469003188,1,"equal",6,9
"4322",0.215443469003188,1,"patch_dynamics",3,9
"4323",0.215443469003188,2.15443469003188,"0.5",22,9
"4324",0.215443469003188,2.15443469003188,"1.5",6,9
"4325",0.215443469003188,2.15443469003188,"equal",12,9
"4326",0.215443469003188,2.15443469003188,"patch_dynamics",4,9
"4327",0.215443469003188,4.64158883361278,"0.5",23,9
"4328",0.215443469003188,4.64158883361278,"1.5",5,9
"4329",0.215443469003188,4.64158883361278,"equal",19,9
"4330",0.215443469003188,4.64158883361278,"patch_dynamics",3,9
"4331",0.215443469003188,10,"0.5",23,9
"4332",0.215443469003188,10,"1.5",7,9
"4333",0.215443469003188,10,"equal",17,9
"4334",0.215443469003188,10,"patch_dynamics",3,9
"4335",0.464158883361278,0.0215443469003188,"0.5",13,9
"4336",0.464158883361278,0.0215443469003188,"1.5",4,9
"4337",0.464158883361278,0.0215443469003188,"equal",4,9
"4338",0.464158883361278,0.0215443469003188,"patch_dynamics",4,9
"4339",0.464158883361278,0.0464158883361278,"0.5",25,9
"4340",0.464158883361278,0.0464158883361278,"1.5",8,9
"4341",0.464158883361278,0.0464158883361278,"equal",5,9
"4342",0.464158883361278,0.0464158883361278,"patch_dynamics",8,9
"4343",0.464158883361278,0.1,"0.5",24,9
"4344",0.464158883361278,0.1,"1.5",10,9
"4345",0.464158883361278,0.1,"equal",5,9
"4346",0.464158883361278,0.1,"patch_dynamics",6,9
"4347",0.464158883361278,0.215443469003188,"0.5",18,9
"4348",0.464158883361278,0.215443469003188,"1.5",6,9
"4349",0.464158883361278,0.215443469003188,"equal",3,9
"4350",0.464158883361278,0.215443469003188,"patch_dynamics",3,9
"4351",0.464158883361278,0.464158883361278,"0.5",19,9
"4352",0.464158883361278,0.464158883361278,"1.5",7,9
"4353",0.464158883361278,0.464158883361278,"equal",7,9
"4354",0.464158883361278,0.464158883361278,"patch_dynamics",2,9
"4355",0.464158883361278,1,"0.5",22,9
"4356",0.464158883361278,1,"1.5",6,9
"4357",0.464158883361278,1,"equal",8,9
"4358",0.464158883361278,1,"patch_dynamics",4,9
"4359",0.464158883361278,2.15443469003188,"0.5",23,9
"4360",0.464158883361278,2.15443469003188,"1.5",5,9
"4361",0.464158883361278,2.15443469003188,"equal",10,9
"4362",0.464158883361278,2.15443469003188,"patch_dynamics",4,9
"4363",0.464158883361278,4.64158883361278,"0.5",22,9
"4364",0.464158883361278,4.64158883361278,"1.5",3,9
"4365",0.464158883361278,4.64158883361278,"equal",14,9
"4366",0.464158883361278,4.64158883361278,"patch_dynamics",3,9
"4367",0.464158883361278,10,"0.5",24,9
"4368",0.464158883361278,10,"1.5",8,9
"4369",0.464158883361278,10,"equal",15,9
"4370",0.464158883361278,10,"patch_dynamics",3,9
"4371",1e-05,0.1,"0.5",6,10
"4372",1e-05,0.1,"1.5",9,10
"4373",1e-05,0.1,"equal",4,10
"4374",1e-05,0.1,"patch_dynamics",1,10
"4375",1e-05,0.215443469003188,"0.5",40,10
"4376",1e-05,0.215443469003188,"1.5",31,10
"4377",1e-05,0.215443469003188,"equal",33,10
"4378",1e-05,0.215443469003188,"patch_dynamics",5,10
"4379",1e-05,0.464158883361278,"0.5",45,10
"4380",1e-05,0.464158883361278,"1.5",38,10
"4381",1e-05,0.464158883361278,"equal",40,10
"4382",1e-05,0.464158883361278,"patch_dynamics",8,10
"4383",1e-05,1,"0.5",41,10
"4384",1e-05,1,"1.5",44,10
"4385",1e-05,1,"equal",37,10
"4386",1e-05,1,"patch_dynamics",5,10
"4387",1e-05,2.15443469003188,"0.5",44,10
"4388",1e-05,2.15443469003188,"1.5",45,10
"4389",1e-05,2.15443469003188,"equal",41,10
"4390",1e-05,2.15443469003188,"patch_dynamics",4,10
"4391",1e-05,4.64158883361278,"0.5",45,10
"4392",1e-05,4.64158883361278,"1.5",45,10
"4393",1e-05,4.64158883361278,"equal",40,10
"4394",1e-05,4.64158883361278,"patch_dynamics",2,10
"4395",1e-05,10,"0.5",48,10
"4396",1e-05,10,"1.5",43,10
"4397",1e-05,10,"equal",44,10
"4398",1e-05,10,"patch_dynamics",6,10
"4399",2.15443469003188e-05,0.1,"0.5",6,10
"4400",2.15443469003188e-05,0.1,"1.5",2,10
"4401",2.15443469003188e-05,0.1,"equal",4,10
"4402",2.15443469003188e-05,0.1,"patch_dynamics",2,10
"4403",2.15443469003188e-05,0.215443469003188,"0.5",40,10
"4404",2.15443469003188e-05,0.215443469003188,"1.5",31,10
"4405",2.15443469003188e-05,0.215443469003188,"equal",30,10
"4406",2.15443469003188e-05,0.215443469003188,"patch_dynamics",3,10
"4407",2.15443469003188e-05,0.464158883361278,"0.5",43,10
"4408",2.15443469003188e-05,0.464158883361278,"1.5",41,10
"4409",2.15443469003188e-05,0.464158883361278,"equal",39,10
"4410",2.15443469003188e-05,0.464158883361278,"patch_dynamics",5,10
"4411",2.15443469003188e-05,1,"0.5",38,10
"4412",2.15443469003188e-05,1,"1.5",38,10
"4413",2.15443469003188e-05,1,"equal",41,10
"4414",2.15443469003188e-05,1,"patch_dynamics",6,10
"4415",2.15443469003188e-05,2.15443469003188,"0.5",43,10
"4416",2.15443469003188e-05,2.15443469003188,"1.5",39,10
"4417",2.15443469003188e-05,2.15443469003188,"equal",41,10
"4418",2.15443469003188e-05,2.15443469003188,"patch_dynamics",4,10
"4419",2.15443469003188e-05,4.64158883361278,"0.5",42,10
"4420",2.15443469003188e-05,4.64158883361278,"1.5",46,10
"4421",2.15443469003188e-05,4.64158883361278,"equal",42,10
"4422",2.15443469003188e-05,4.64158883361278,"patch_dynamics",4,10
"4423",2.15443469003188e-05,10,"0.5",42,10
"4424",2.15443469003188e-05,10,"1.5",43,10
"4425",2.15443469003188e-05,10,"equal",43,10
"4426",2.15443469003188e-05,10,"patch_dynamics",5,10
"4427",4.64158883361278e-05,0.1,"0.5",9,10
"4428",4.64158883361278e-05,0.1,"1.5",7,10
"4429",4.64158883361278e-05,0.1,"equal",4,10
"4430",4.64158883361278e-05,0.1,"patch_dynamics",1,10
"4431",4.64158883361278e-05,0.215443469003188,"0.5",38,10
"4432",4.64158883361278e-05,0.215443469003188,"1.5",29,10
"4433",4.64158883361278e-05,0.215443469003188,"equal",27,10
"4434",4.64158883361278e-05,0.215443469003188,"patch_dynamics",7,10
"4435",4.64158883361278e-05,0.464158883361278,"0.5",42,10
"4436",4.64158883361278e-05,0.464158883361278,"1.5",33,10
"4437",4.64158883361278e-05,0.464158883361278,"equal",32,10
"4438",4.64158883361278e-05,0.464158883361278,"patch_dynamics",6,10
"4439",4.64158883361278e-05,1,"0.5",37,10
"4440",4.64158883361278e-05,1,"1.5",39,10
"4441",4.64158883361278e-05,1,"equal",35,10
"4442",4.64158883361278e-05,1,"patch_dynamics",5,10
"4443",4.64158883361278e-05,2.15443469003188,"0.5",45,10
"4444",4.64158883361278e-05,2.15443469003188,"1.5",43,10
"4445",4.64158883361278e-05,2.15443469003188,"equal",43,10
"4446",4.64158883361278e-05,2.15443469003188,"patch_dynamics",3,10
"4447",4.64158883361278e-05,4.64158883361278,"0.5",41,10
"4448",4.64158883361278e-05,4.64158883361278,"1.5",41,10
"4449",4.64158883361278e-05,4.64158883361278,"equal",38,10
"4450",4.64158883361278e-05,4.64158883361278,"patch_dynamics",4,10
"4451",4.64158883361278e-05,10,"0.5",40,10
"4452",4.64158883361278e-05,10,"1.5",40,10
"4453",4.64158883361278e-05,10,"equal",42,10
"4454",4.64158883361278e-05,10,"patch_dynamics",4,10
"4455",9.99999999999999e-05,0.1,"0.5",9,10
"4456",9.99999999999999e-05,0.1,"1.5",5,10
"4457",9.99999999999999e-05,0.1,"equal",4,10
"4458",9.99999999999999e-05,0.1,"patch_dynamics",3,10
"4459",9.99999999999999e-05,0.215443469003188,"0.5",35,10
"4460",9.99999999999999e-05,0.215443469003188,"1.5",24,10
"4461",9.99999999999999e-05,0.215443469003188,"equal",24,10
"4462",9.99999999999999e-05,0.215443469003188,"patch_dynamics",8,10
"4463",9.99999999999999e-05,0.464158883361278,"0.5",39,10
"4464",9.99999999999999e-05,0.464158883361278,"1.5",31,10
"4465",9.99999999999999e-05,0.464158883361278,"equal",35,10
"4466",9.99999999999999e-05,0.464158883361278,"patch_dynamics",7,10
"4467",9.99999999999999e-05,1,"0.5",28,10
"4468",9.99999999999999e-05,1,"1.5",36,10
"4469",9.99999999999999e-05,1,"equal",39,10
"4470",9.99999999999999e-05,1,"patch_dynamics",6,10
"4471",9.99999999999999e-05,2.15443469003188,"0.5",40,10
"4472",9.99999999999999e-05,2.15443469003188,"1.5",34,10
"4473",9.99999999999999e-05,2.15443469003188,"equal",38,10
"4474",9.99999999999999e-05,2.15443469003188,"patch_dynamics",5,10
"4475",9.99999999999999e-05,4.64158883361278,"0.5",32,10
"4476",9.99999999999999e-05,4.64158883361278,"1.5",37,10
"4477",9.99999999999999e-05,4.64158883361278,"equal",42,10
"4478",9.99999999999999e-05,4.64158883361278,"patch_dynamics",4,10
"4479",9.99999999999999e-05,10,"0.5",35,10
"4480",9.99999999999999e-05,10,"1.5",33,10
"4481",9.99999999999999e-05,10,"equal",45,10
"4482",9.99999999999999e-05,10,"patch_dynamics",7,10
"4483",0.000215443469003188,0.1,"0.5",14,10
"4484",0.000215443469003188,0.1,"1.5",10,10
"4485",0.000215443469003188,0.1,"equal",4,10
"4486",0.000215443469003188,0.1,"patch_dynamics",4,10
"4487",0.000215443469003188,0.215443469003188,"0.5",34,10
"4488",0.000215443469003188,0.215443469003188,"1.5",24,10
"4489",0.000215443469003188,0.215443469003188,"equal",19,10
"4490",0.000215443469003188,0.215443469003188,"patch_dynamics",7,10
"4491",0.000215443469003188,0.464158883361278,"0.5",39,10
"4492",0.000215443469003188,0.464158883361278,"1.5",28,10
"4493",0.000215443469003188,0.464158883361278,"equal",29,10
"4494",0.000215443469003188,0.464158883361278,"patch_dynamics",10,10
"4495",0.000215443469003188,1,"0.5",20,10
"4496",0.000215443469003188,1,"1.5",26,10
"4497",0.000215443469003188,1,"equal",34,10
"4498",0.000215443469003188,1,"patch_dynamics",10,10
"4499",0.000215443469003188,2.15443469003188,"0.5",24,10
"4500",0.000215443469003188,2.15443469003188,"1.5",33,10
"4501",0.000215443469003188,2.15443469003188,"equal",35,10
"4502",0.000215443469003188,2.15443469003188,"patch_dynamics",5,10
"4503",0.000215443469003188,4.64158883361278,"0.5",24,10
"4504",0.000215443469003188,4.64158883361278,"1.5",26,10
"4505",0.000215443469003188,4.64158883361278,"equal",44,10
"4506",0.000215443469003188,4.64158883361278,"patch_dynamics",7,10
"4507",0.000215443469003188,10,"0.5",24,10
"4508",0.000215443469003188,10,"1.5",29,10
"4509",0.000215443469003188,10,"equal",40,10
"4510",0.000215443469003188,10,"patch_dynamics",8,10
"4511",0.000464158883361278,0.0464158883361278,"1.5",1,10
"4512",0.000464158883361278,0.1,"0.5",15,10
"4513",0.000464158883361278,0.1,"1.5",8,10
"4514",0.000464158883361278,0.1,"equal",8,10
"4515",0.000464158883361278,0.1,"patch_dynamics",3,10
"4516",0.000464158883361278,0.215443469003188,"0.5",28,10
"4517",0.000464158883361278,0.215443469003188,"1.5",22,10
"4518",0.000464158883361278,0.215443469003188,"equal",21,10
"4519",0.000464158883361278,0.215443469003188,"patch_dynamics",5,10
"4520",0.000464158883361278,0.464158883361278,"0.5",35,10
"4521",0.000464158883361278,0.464158883361278,"1.5",19,10
"4522",0.000464158883361278,0.464158883361278,"equal",30,10
"4523",0.000464158883361278,0.464158883361278,"patch_dynamics",7,10
"4524",0.000464158883361278,1,"0.5",17,10
"4525",0.000464158883361278,1,"1.5",19,10
"4526",0.000464158883361278,1,"equal",38,10
"4527",0.000464158883361278,1,"patch_dynamics",7,10
"4528",0.000464158883361278,2.15443469003188,"0.5",16,10
"4529",0.000464158883361278,2.15443469003188,"1.5",28,10
"4530",0.000464158883361278,2.15443469003188,"equal",36,10
"4531",0.000464158883361278,2.15443469003188,"patch_dynamics",5,10
"4532",0.000464158883361278,4.64158883361278,"0.5",18,10
"4533",0.000464158883361278,4.64158883361278,"1.5",21,10
"4534",0.000464158883361278,4.64158883361278,"equal",40,10
"4535",0.000464158883361278,4.64158883361278,"patch_dynamics",3,10
"4536",0.000464158883361278,10,"0.5",16,10
"4537",0.000464158883361278,10,"1.5",25,10
"4538",0.000464158883361278,10,"equal",38,10
"4539",0.000464158883361278,10,"patch_dynamics",2,10
"4540",0.001,0.0464158883361278,"0.5",2,10
"4541",0.001,0.0464158883361278,"equal",1,10
"4542",0.001,0.0464158883361278,"patch_dynamics",1,10
"4543",0.001,0.1,"0.5",20,10
"4544",0.001,0.1,"1.5",11,10
"4545",0.001,0.1,"equal",6,10
"4546",0.001,0.1,"patch_dynamics",3,10
"4547",0.001,0.215443469003188,"0.5",27,10
"4548",0.001,0.215443469003188,"1.5",15,10
"4549",0.001,0.215443469003188,"equal",18,10
"4550",0.001,0.215443469003188,"patch_dynamics",10,10
"4551",0.001,0.464158883361278,"0.5",29,10
"4552",0.001,0.464158883361278,"1.5",11,10
"4553",0.001,0.464158883361278,"equal",20,10
"4554",0.001,0.464158883361278,"patch_dynamics",8,10
"4555",0.001,1,"0.5",15,10
"4556",0.001,1,"1.5",22,10
"4557",0.001,1,"equal",29,10
"4558",0.001,1,"patch_dynamics",9,10
"4559",0.001,2.15443469003188,"0.5",14,10
"4560",0.001,2.15443469003188,"1.5",19,10
"4561",0.001,2.15443469003188,"equal",34,10
"4562",0.001,2.15443469003188,"patch_dynamics",1,10
"4563",0.001,4.64158883361278,"0.5",15,10
"4564",0.001,4.64158883361278,"1.5",19,10
"4565",0.001,4.64158883361278,"equal",37,10
"4566",0.001,4.64158883361278,"patch_dynamics",4,10
"4567",0.001,10,"0.5",15,10
"4568",0.001,10,"1.5",19,10
"4569",0.001,10,"equal",37,10
"4570",0.001,10,"patch_dynamics",5,10
"4571",0.00215443469003188,0.0464158883361278,"0.5",3,10
"4572",0.00215443469003188,0.0464158883361278,"1.5",2,10
"4573",0.00215443469003188,0.0464158883361278,"equal",1,10
"4574",0.00215443469003188,0.0464158883361278,"patch_dynamics",2,10
"4575",0.00215443469003188,0.1,"0.5",20,10
"4576",0.00215443469003188,0.1,"1.5",10,10
"4577",0.00215443469003188,0.1,"equal",9,10
"4578",0.00215443469003188,0.1,"patch_dynamics",7,10
"4579",0.00215443469003188,0.215443469003188,"0.5",30,10
"4580",0.00215443469003188,0.215443469003188,"1.5",13,10
"4581",0.00215443469003188,0.215443469003188,"equal",10,10
"4582",0.00215443469003188,0.215443469003188,"patch_dynamics",5,10
"4583",0.00215443469003188,0.464158883361278,"0.5",26,10
"4584",0.00215443469003188,0.464158883361278,"1.5",18,10
"4585",0.00215443469003188,0.464158883361278,"equal",22,10
"4586",0.00215443469003188,0.464158883361278,"patch_dynamics",8,10
"4587",0.00215443469003188,1,"0.5",14,10
"4588",0.00215443469003188,1,"1.5",18,10
"4589",0.00215443469003188,1,"equal",28,10
"4590",0.00215443469003188,1,"patch_dynamics",7,10
"4591",0.00215443469003188,2.15443469003188,"0.5",14,10
"4592",0.00215443469003188,2.15443469003188,"1.5",19,10
"4593",0.00215443469003188,2.15443469003188,"equal",24,10
"4594",0.00215443469003188,2.15443469003188,"patch_dynamics",2,10
"4595",0.00215443469003188,4.64158883361278,"0.5",15,10
"4596",0.00215443469003188,4.64158883361278,"1.5",13,10
"4597",0.00215443469003188,4.64158883361278,"equal",31,10
"4598",0.00215443469003188,4.64158883361278,"patch_dynamics",2,10
"4599",0.00215443469003188,10,"0.5",15,10
"4600",0.00215443469003188,10,"1.5",17,10
"4601",0.00215443469003188,10,"equal",32,10
"4602",0.00215443469003188,10,"patch_dynamics",2,10
"4603",0.00464158883361278,0.0464158883361278,"0.5",8,10
"4604",0.00464158883361278,0.0464158883361278,"1.5",5,10
"4605",0.00464158883361278,0.0464158883361278,"equal",3,10
"4606",0.00464158883361278,0.0464158883361278,"patch_dynamics",2,10
"4607",0.00464158883361278,0.1,"0.5",23,10
"4608",0.00464158883361278,0.1,"1.5",14,10
"4609",0.00464158883361278,0.1,"equal",6,10
"4610",0.00464158883361278,0.1,"patch_dynamics",9,10
"4611",0.00464158883361278,0.215443469003188,"0.5",30,10
"4612",0.00464158883361278,0.215443469003188,"1.5",12,10
"4613",0.00464158883361278,0.215443469003188,"equal",13,10
"4614",0.00464158883361278,0.215443469003188,"patch_dynamics",6,10
"4615",0.00464158883361278,0.464158883361278,"0.5",27,10
"4616",0.00464158883361278,0.464158883361278,"1.5",12,10
"4617",0.00464158883361278,0.464158883361278,"equal",13,10
"4618",0.00464158883361278,0.464158883361278,"patch_dynamics",7,10
"4619",0.00464158883361278,1,"0.5",15,10
"4620",0.00464158883361278,1,"1.5",12,10
"4621",0.00464158883361278,1,"equal",20,10
"4622",0.00464158883361278,1,"patch_dynamics",7,10
"4623",0.00464158883361278,2.15443469003188,"0.5",16,10
"4624",0.00464158883361278,2.15443469003188,"1.5",11,10
"4625",0.00464158883361278,2.15443469003188,"equal",21,10
"4626",0.00464158883361278,2.15443469003188,"patch_dynamics",4,10
"4627",0.00464158883361278,4.64158883361278,"0.5",16,10
"4628",0.00464158883361278,4.64158883361278,"1.5",19,10
"4629",0.00464158883361278,4.64158883361278,"equal",24,10
"4630",0.00464158883361278,4.64158883361278,"patch_dynamics",1,10
"4631",0.00464158883361278,10,"0.5",16,10
"4632",0.00464158883361278,10,"1.5",10,10
"4633",0.00464158883361278,10,"equal",24,10
"4634",0.00464158883361278,10,"patch_dynamics",4,10
"4635",0.01,0.0464158883361278,"0.5",11,10
"4636",0.01,0.0464158883361278,"1.5",6,10
"4637",0.01,0.0464158883361278,"equal",5,10
"4638",0.01,0.0464158883361278,"patch_dynamics",6,10
"4639",0.01,0.1,"0.5",25,10
"4640",0.01,0.1,"1.5",11,10
"4641",0.01,0.1,"equal",8,10
"4642",0.01,0.1,"patch_dynamics",9,10
"4643",0.01,0.215443469003188,"0.5",31,10
"4644",0.01,0.215443469003188,"1.5",14,10
"4645",0.01,0.215443469003188,"equal",11,10
"4646",0.01,0.215443469003188,"patch_dynamics",9,10
"4647",0.01,0.464158883361278,"0.5",26,10
"4648",0.01,0.464158883361278,"1.5",13,10
"4649",0.01,0.464158883361278,"equal",19,10
"4650",0.01,0.464158883361278,"patch_dynamics",5,10
"4651",0.01,1,"0.5",16,10
"4652",0.01,1,"1.5",11,10
"4653",0.01,1,"equal",14,10
"4654",0.01,1,"patch_dynamics",4,10
"4655",0.01,2.15443469003188,"0.5",17,10
"4656",0.01,2.15443469003188,"1.5",13,10
"4657",0.01,2.15443469003188,"equal",19,10
"4658",0.01,2.15443469003188,"patch_dynamics",1,10
"4659",0.01,4.64158883361278,"0.5",17,10
"4660",0.01,4.64158883361278,"1.5",12,10
"4661",0.01,4.64158883361278,"equal",15,10
"4662",0.01,4.64158883361278,"patch_dynamics",1,10
"4663",0.01,10,"0.5",17,10
"4664",0.01,10,"1.5",13,10
